43,108,1
43,115,1
43,133,1
43,145,1
44,47,1
44,49,1
44,58,1
44,73,1
44,160,1
45,48,2
45,50,9
45,51,4
45,52,1
45,53,1
45,54,6
45,55,4
45,56,1
45,68,1
45,70,1
45,72,1
45,78,1
45,81,1
45,92,6
45,97,5
45,101,5
45,102,1
45,103,1
45,110,2
45,125,2
45,127,11
45,129,5
45,130,6
45,132,1
45,135,1
45,140,2
45,141,3
45,143,1
45,147,1
45,155,1
45,159,2
46,64,1
46,76,1
46,88,1
46,120,1
46,138,2
46,152,1
46,157,1
46,161,2
47,49,1
47,58,1
47,73,1
47,160,1
48,50,2
48,51,1
48,54,2
48,55,3
48,92,1
48,97,1
48,101,2
48,110,1
48,113,1
48,127,4
48,129,1
48,130,4
49,58,1
49,73,1
49,160,1
50,51,2
50,52,1
50,54,4
50,55,3
50,56,1
50,68,1
50,70,1
50,72,1
50,78,1
50,81,1
50,92,4
50,97,3
50,101,3
50,102,1
50,103,1
50,110,2
50,125,2
50,127,9
50,129,3
50,130,6
50,132,1
50,135,1
50,140,1
50,141,3
50,143,1
50,147,1
50,155,1
50,159,2
51,53,1
51,54,4
51,55,2
51,81,1
51,92,4
51,97,4
51,101,3
51,110,1
51,127,4
51,129,4
51,130,1
51,140,2
52,54,1
52,56,1
52,127,1
52,141,1
52,155,1
53,54,1
53,55,1
53,92,1
53,97,1
53,101,1
53,127,1
53,129,1
54,55,3
54,56,1
54,78,1
54,81,2
54,92,4
54,97,5
54,101,4
54,110,1
54,125,1
54,127,7
54,129,4
54,130,3
54,140,2
54,141,2
54,155,1
55,68,1
55,72,1
55,92,2
55,97,2
55,101,3
55,110,2
55,127,5
55,129,2
55,130,4
55,141,1
55,159,1
56,127,1
56,141,1
56,155,1
57,74,1
57,91,1
57,93,1
57,98,1
57,151,1
58,73,1
58,160,1
59,96,1
59,139,1
59,146,1
59,148,1
59,149,1
60,90,1
60,142,1
60,164,1
61,65,1
61,74,1
61,80,1
61,86,1
61,91,1
61,93,1
61,98,1
61,99,1
62,83,1
62,124,1
62,137,1
63,74,1
63,86,1
63,91,1
63,98,1
63,112,1
63,117,1
63,126,1
63,163,1
64,76,1
64,88,1
64,120,1
64,138,1
64,161,1
65,74,1
65,80,1
65,86,1
65,91,1
65,93,1
65,98,1
65,99,1
66,89,1
66,108,1
66,115,1
66,133,1
66,145,1
67,74,1
67,85,1
67,91,1
67,98,1
67,127,1
67,154,1
68,72,1
68,101,1
68,110,1
68,127,1
68,130,1
68,141,1
68,159,1
69,136,1
70,92,1
70,97,1
70,101,1
70,102,1
70,103,1
70,125,1
70,127,1
70,129,1
70,132,1
70,143,1
70,147,1
70,159,1
71,75,1
71,162,1
72,101,1
72,110,1
72,127,1
72,130,1
72,141,1
72,159,1
73,160,1
74,80,5
74,85,2
74,86,6
74,91,15
74,93,6
74,98,14
74,99,5
74,112,2
74,117,2
74,126,2
74,127,6
74,131,1
74,144,1
74,150,2
74,151,4
74,154,6
74,163,1
75,162,1
76,88,1
76,120,1
76,138,1
76,161,1
77,84,1
77,87,1
77,94,1
77,114,1
77,123,1
78,125,1
78,127,1
78,130,1
78,141,1
79,107,1
79,114,1
79,118,1
79,153,1
80,86,5
80,91,5
80,93,3
80,98,5
80,99,5
80,112,1
80,117,1
80,126,1
80,151,1
81,92,3
81,97,3
81,100,1
81,101,3
81,125,1
81,127,3
81,129,1
81,132,1
81,140,3
81,147,2
81,159,1
82,109,1
82,116,1
82,119,1
82,158,1
83,124,1
83,137,1
84,87,1
84,94,1
84,114,1
84,123,1
85,91,2
85,98,1
85,127,2
85,150,1
85,154,2
86,91,6
86,93,3
86,98,6
86,99,5
86,112,2
86,117,2
86,126,2
86,151,1
86,163,1
87,94,1
87,114,1
87,123,1
88,120,1
88,138,1
88,161,1
89,108,1
89,115,1
89,133,1
89,145,1
90,142,1
90,164,1
91,93,6
91,98,14
91,99,5
91,112,2
91,117,2
91,126,2
91,127,7
91,131,1
91,144,1
91,150,2
91,151,4
91,154,7
91,163,1
92,97,6
92,100,1
92,101,6
92,102,1
92,103,1
92,110,1
92,125,2
92,127,8
92,129,5
92,130,2
92,132,2
92,135,1
92,140,4
92,143,1
92,147,3
92,159,2
93,98,6
93,99,3
93,131,1
93,144,1
93,151,1
94,114,1
94,123,1
95,105,1
95,134,1
96,139,1
96,146,1
96,148,1
96,149,1
97,100,1
97,101,6
97,102,1
97,103,1
97,110,1
97,125,2
97,127,6
97,129,5
97,130,1
97,132,2
97,140,3
97,143,1
97,147,2
97,159,2
98,99,5
98,112,2
98,117,2
98,126,2
98,127,5
98,131,1
98,144,1
98,150,1
98,151,4
98,154,5
98,163,1
99,112,1
99,117,1
99,126,1
99,151,1
100,101,1
100,125,1
100,127,1
100,132,1
100,140,1
100,147,1
100,159,1
101,102,1
101,103,1
101,110,2
101,113,1
101,125,2
101,127,8
101,129,4
101,130,3
101,132,2
101,140,3
101,141,1
101,143,1
101,147,3
101,159,3
102,103,1
102,125,1
102,127,1
102,129,1
102,132,1
102,143,1
102,147,1
102,159,1
103,125,1
103,127,1
103,129,1
103,132,1
103,143,1
103,147,1
103,159,1
104,106,1
104,121,1
104,122,1
104,138,1
105,134,1
105,156,1
106,121,1
106,122,1
106,138,1
107,114,1
107,118,1
107,153,1
108,115,1
108,133,1
108,145,1
109,116,1
109,119,1
109,158,1
110,127,2
110,129,1
110,130,2
110,141,1
110,159,1
111,128,1
112,117,2
112,126,1
112,151,1
112,163,1
113,127,1
113,130,1
114,118,1
114,123,1
114,153,1
115,133,1
115,145,1
116,119,1
116,158,1
117,126,1
117,151,1
117,163,1
118,153,1
119,158,1
120,138,1
120,161,1
121,122,1
121,138,1
122,138,1
124,137,1
125,127,3
125,129,1
125,130,1
125,132,2
125,140,1
125,141,1
125,143,1
125,147,2
125,159,2
126,163,1
127,129,5
127,130,8
127,132,2
127,135,1
127,140,4
127,141,3
127,143,1
127,147,3
127,150,2
127,151,2
127,154,7
127,155,1
127,159,3
129,130,1
129,132,1
129,140,2
129,143,1
129,147,1
129,159,1
130,135,1
130,141,2
130,159,1
132,140,1
132,143,1
132,147,2
132,159,2
133,145,1
138,152,1
138,157,1
138,161,2
139,146,1
139,148,1
139,149,1
140,147,2
140,159,1
141,155,1
141,159,1
142,164,1
143,147,1
143,159,1
146,148,1
146,149,1
147,159,2
148,149,1
150,154,2
151,154,2
152,157,1
152,161,1
157,161,1
